category,subcategory,url,product_count
모바일/태블릿/SNS,아이패드,https://www.yes24.com/product/category/display/001001003021001,134
모바일/태블릿/SNS,아이폰,https://www.yes24.com/product/category/display/001001003021002,189
모바일/태블릿/SNS,안드로이드태블릿,https://www.yes24.com/product/category/display/001001003021003,53
모바일/태블릿/SNS,안드로이드폰,https://www.yes24.com/product/category/display/001001003021004,288
모바일/태블릿/SNS,트위터,https://www.yes24.com/product/category/display/001001003021005,30
모바일/태블릿/SNS,페이스북,https://www.yes24.com/product/category/display/001001003021006,58
모바일/태블릿/SNS,유튜브,https://www.yes24.com/product/category/display/001001003021007,168
모바일/태블릿/SNS,앱가이드,https://www.yes24.com/product/category/display/001001003021008,141
오피스 활용,MS Excel(엑셀),https://www.yes24.com/product/category/display/001001003029002,1383
오피스 활용,MS PowerPoint(파워포인트),https://www.yes24.com/product/category/display/001001003029003,945
오피스 활용,MS Word(워드),https://www.yes24.com/product/category/display/001001003029004,243
오피스 활용,MS Access(액세스),https://www.yes24.com/product/category/display/001001003029005,134
오피스 활용,MS Outlook(아웃룩),https://www.yes24.com/product/category/display/001001003029006,27
오피스 활용,MS Office,https://www.yes24.com/product/category/display/001001003029008,189
오피스 활용,프레젠테이션,https://www.yes24.com/product/category/display/001001003029007,983
오피스 활용,한글,https://www.yes24.com/product/category/display/001001003029001,795
웹사이트,HTML/JavaScript/CSS/jQuery,https://www.yes24.com/product/category/display/001001003020001,601
웹사이트,웹디자인,https://www.yes24.com/product/category/display/001001003020002,417
웹사이트,웹기획,https://www.yes24.com/product/category/display/001001003020003,416
웹사이트,UI/UX,https://www.yes24.com/product/category/display/001001003020004,371
웹사이트,블로그/홈페이지 만들기,https://www.yes24.com/product/category/display/001001003020005,964
인공지능,인공지능 일반,https://www.yes24.com/product/category/display/001001003032004,1712
인공지능,머신러닝/딥러닝,https://www.yes24.com/product/category/display/001001003032002,439
인공지능,생성형 AI,https://www.yes24.com/product/category/display/001001003032003,420
인공지능,데이터 과학,https://www.yes24.com/product/category/display/001001003032001,117
인공지능,자연어 처리(NLP),https://www.yes24.com/product/category/display/001001003032005,36
인터넷 비즈니스,쇼핑몰/창업,https://www.yes24.com/product/category/display/001001003026001,671
인터넷 비즈니스,인터넷 마케팅,https://www.yes24.com/product/category/display/001001003026002,357
인터넷 비즈니스,공공정책/자료,https://www.yes24.com/product/category/display/001001003026003,199
컴퓨터 공학,컴퓨터 교육,https://www.yes24.com/product/category/display/001001003031001,855
컴퓨터 공학,네트워크/데이터 통신,https://www.yes24.com/product/category/display/001001003031002,1193
컴퓨터 공학,마이크로 프로세서,https://www.yes24.com/product/category/display/001001003031003,476
컴퓨터 공학,소프트웨어 공학,https://www.yes24.com/product/category/display/001001003031004,1142
컴퓨터 공학,블록체인,https://www.yes24.com/product/category/display/001001003031015,104
컴퓨터 공학,자료구조/알고리즘,https://www.yes24.com/product/category/display/001001003031005,971
컴퓨터 공학,전산수학(SPSS/MATLAB),https://www.yes24.com/product/category/display/001001003031006,81
컴퓨터 공학,정보통신 공학,https://www.yes24.com/product/category/display/001001003031007,211
컴퓨터 공학,취미 공학,https://www.yes24.com/product/category/display/001001003031008,198
컴퓨터 공학,인공지능,https://www.yes24.com/product/category/display/001001003031009,1421
컴퓨터 공학,컴퓨터구조 일반,https://www.yes24.com/product/category/display/001001003031010,439
컴퓨터 공학,운영체제 일반,https://www.yes24.com/product/category/display/001001003031011,184
컴퓨터 공학,데이터베이스 일반,https://www.yes24.com/product/category/display/001001003031012,582
컴퓨터 공학,개발방법론,https://www.yes24.com/product/category/display/001001003031013,1334
컴퓨터 수험서,컴퓨터활용능력,https://www.yes24.com/product/category/display/001001003030001,733
컴퓨터 수험서,워드프로세서,https://www.yes24.com/product/category/display/001001003030002,370
컴퓨터 수험서,그래픽 관련,https://www.yes24.com/product/category/display/001001003030003,641
컴퓨터 수험서,정보처리/보안,https://www.yes24.com/product/category/display/001001003030010,881
컴퓨터 수험서,사무자동화,https://www.yes24.com/product/category/display/001001003030004,159
컴퓨터 수험서,데이터자격검정,https://www.yes24.com/product/category/display/001001003030012,24
컴퓨터 수험서,ITQ,https://www.yes24.com/product/category/display/001001003030006,1039
컴퓨터 수험서,DIAT,https://www.yes24.com/product/category/display/001001003030005,277
컴퓨터 수험서,MOS,https://www.yes24.com/product/category/display/001001003030007,238
컴퓨터 수험서,ICDL,https://www.yes24.com/product/category/display/001001003030008,28
컴퓨터 수험서,상공회의소,https://www.yes24.com/product/category/display/001001003030009,310
컴퓨터 수험서,신규자격증/기타,https://www.yes24.com/product/category/display/001001003030011,1181
컴퓨터 입문/활용,어른을 위한 컴퓨터,https://www.yes24.com/product/category/display/001001003019001,1551
컴퓨터 입문/활용,어린이 컴퓨터,https://www.yes24.com/product/category/display/001001003019002,1158
컴퓨터 입문/활용,윈도우 입문서/활용,https://www.yes24.com/product/category/display/001001003019004,713
컴퓨터 입문/활용,인터넷 입문서,https://www.yes24.com/product/category/display/001001003019003,899
컴퓨터 입문/활용,컴퓨터 조립/수리,https://www.yes24.com/product/category/display/001001003019005,137
프로그래밍 언어,자바,https://www.yes24.com/product/category/display/001001003022003,1010
프로그래밍 언어,C,https://www.yes24.com/product/category/display/001001003022007,966
프로그래밍 언어,C++,https://www.yes24.com/product/category/display/001001003022009,569
프로그래밍 언어,JavaScript/CGI,https://www.yes24.com/product/category/display/001001003022010,510
프로그래밍 언어,파이썬,https://www.yes24.com/product/category/display/001001003022004,1280
프로그래밍 언어,프로그래밍 교육,https://www.yes24.com/product/category/display/001001003022018,677
프로그래밍 언어,C#,https://www.yes24.com/product/category/display/001001003022008,237
프로그래밍 언어,.NET,https://www.yes24.com/product/category/display/001001003022001,83
프로그래밍 언어,델파이,https://www.yes24.com/product/category/display/001001003022002,98
프로그래밍 언어,Ajax,https://www.yes24.com/product/category/display/001001003022005,38
프로그래밍 언어,ASP,https://www.yes24.com/product/category/display/001001003022006,183
프로그래밍 언어,JSP,https://www.yes24.com/product/category/display/001001003022011,127
프로그래밍 언어,Perl,https://www.yes24.com/product/category/display/001001003022012,17
프로그래밍 언어,PHP,https://www.yes24.com/product/category/display/001001003022013,154
프로그래밍 언어,Ruby/Rails,https://www.yes24.com/product/category/display/001001003022014,15
프로그래밍 언어,Visual Basic,https://www.yes24.com/product/category/display/001001003022015,416
프로그래밍 언어,Visual C++,https://www.yes24.com/product/category/display/001001003022016,220
프로그래밍 언어,XML,https://www.yes24.com/product/category/display/001001003022017,154
프로그래밍 언어,프로그래밍 언어 기타,https://www.yes24.com/product/category/display/001001003022019,1638
OS/데이터베이스,클라우드/빅데이터,https://www.yes24.com/product/category/display/001001003025009,1149
OS/데이터베이스,시스템관리/서버,https://www.yes24.com/product/category/display/001001003025010,733
OS/데이터베이스,리눅스,https://www.yes24.com/product/category/display/001001003025003,549
OS/데이터베이스,Oracle,https://www.yes24.com/product/category/display/001001003025007,255
OS/데이터베이스,윈도우,https://www.yes24.com/product/category/display/001001003025001,210
OS/데이터베이스,SQL Server,https://www.yes24.com/product/category/display/001001003025008,213
OS/데이터베이스,MAC OS,https://www.yes24.com/product/category/display/001001003025002,68
OS/데이터베이스,유닉스,https://www.yes24.com/product/category/display/001001003025004,195
OS/데이터베이스,Access,https://www.yes24.com/product/category/display/001001003025005,145
OS/데이터베이스,MySQL,https://www.yes24.com/product/category/display/001001003025006,122
